"","name","year","rank","sex"
"6985","Tuana","2007","43","F"
"6986","Tuğba","2007","71","F"
"6987","Yaren","2007","29","F"
"6988","Yasemin","2007","74","F"
"6989","Yağmur","2007","4","F"
"6990","Zehra","2007","10","F"
"6991","Zeliha","2007","92","F"
"6992","Zeynep","2007","1","F"
"6993","Zilan","2007","91","F"
"6994","Özge","2007","76","F"
"6995","Özlem","2007","65","F"
"6996","İlayda","2007","22","F"
"6997","İlknur","2007","67","F"
"6998","İrem","2007","3","F"
"6999","Şevval","2007","14","F"
"7000","Şeyma","2007","61","F"
"7001","Aleyna","2008","42","F"
"7002","Aslı","2008","82","F"
"7003","Ayşe","2008","15","F"
"7004","Ayşegül","2008","44","F"
"7005","Ayşenur","2008","47","F"
"7006","Azra","2008","29","F"
"7007","Bahar","2008","69","F"
"7008","Belinay","2008","83","F"
"7009","Berfin","2008","17","F"
"7010","Berra","2008","84","F"
"7011","Betül","2008","45","F"
"7012","Beyza","2008","32","F"
"7013","Beyza nur","2008","91","F"
"7014","Beyzanur","2008","62","F"
"7015","Buse","2008","67","F"
"7016","Büşra","2008","6","F"
"7017","Cansu","2008","59","F"
"7018","Cemre","2008","66","F"
"7019","Ceren","2008","22","F"
"7020","Ceylin","2008","48","F"
"7021","Damla","2008","41","F"
"7022","Defne","2008","50","F"
"7023","Deniz","2008","87","F"
"7024","Duru","2008","74","F"
"7025","Dilan","2008","86","F"
"7026","Dilara","2008","52","F"
"7027","Ebrar","2008","54","F"
"7028","Ece","2008","61","F"
"7029","Ecrin","2008","8","F"
"7030","Eda","2008","78","F"
"7031","Edanur","2008","58","F"
"7032","Ela","2008","25","F"
"7033","Elanur","2008","24","F"
"7034","Elif","2008","2","F"
"7035","Elif naz","2008","89","F"
"7036","Elif nur","2008","85","F"
"7037","Emine","2008","21","F"
"7038","Esma","2008","37","F"
"7039","Esma nur","2008","79","F"
"7040","Esmanur","2008","33","F"
"7041","Esra","2008","38","F"
"7042","Eylül","2008","16","F"
"7043","Ezgi","2008","96","F"
"7044","Fatma","2008","9","F"
"7045","Fatma nur","2008","65","F"
"7046","Fatmanur","2008","71","F"
"7047","Gamze","2008","51","F"
"7048","Gizem","2008","68","F"
"7049","Hatice","2008","12","F"
"7050","Hayrunnisa","2008","53","F"
"7051","Hazal","2008","98","F"
"7052","Helin","2008","99","F"
"7053","Hilal","2008","49","F"
"7054","Hiranur","2008","43","F"
"7055","Irmak","2008","39","F"
"7056","Kardelen","2008","90","F"
"7057","Kübra","2008","23","F"
"7058","Medine","2008","10","F"
"7059","Melek","2008","27","F"
"7060","Melike","2008","36","F"
"7061","Melisa","2008","35","F"
"7062","Merve","2008","5","F"
"7063","Meryem","2008","18","F"
"7064","Naz","2008","76","F"
"7065","Nazlı","2008","64","F"
"7066","Nehir","2008","28","F"
"7067","Nisa","2008","40","F"
"7068","Nisa nur","2008","46","F"
"7069","Nisanur","2008","7","F"
"7070","Pınar","2008","81","F"
"7071","Rabia","2008","13","F"
"7072","Rumeysa","2008","75","F"
"7073","Rümeysa","2008","57","F"
"7074","Selin","2008","70","F"
"7075","Semanur","2008","55","F"
"7076","Sena","2008","95","F"
"7077","Sıla","2008","56","F"
"7078","Songül","2008","97","F"
"7079","Sude","2008","34","F"
"7080","Sude naz","2008","63","F"
"7081","Sudenaz","2008","19","F"
"7082","Sudenur","2008","94","F"
"7083","Sultan","2008","92","F"
"7084","Sümeyye","2008","20","F"
"7085","Sinem","2008","93","F"
"7086","Tuana","2008","31","F"
"7087","Tuğba","2008","72","F"
"7088","Yaren","2008","14","F"
"7089","Yasemin","2008","88","F"
"7090","Yağmur","2008","3","F"
"7091","Zehra","2008","11","F"
"7092","Zeliha","2008","100","F"
"7093","Zeynep","2008","1","F"
"7094","Özge","2008","60","F"
"7095","Özlem","2008","77","F"
"7096","İlayda","2008","26","F"
"7097","İlknur","2008","73","F"
"7098","İrem","2008","4","F"
"7099","Şevval","2008","30","F"
"7100","Şeyma","2008","80","F"
"7101","Ada","2009","90","F"
"7102","Aleyna","2009","40","F"
"7103","Aslı","2009","98","F"
"7104","Asya","2009","58","F"
"7105","Ayşe","2009","21","F"
"7106","Ayşegül","2009","43","F"
"7107","Ayşenur","2009","56","F"
"7108","Azra","2009","31","F"
"7109","Bahar","2009","81","F"
"7110","Belinay","2009","45","F"
"7111","Beren","2009","69","F"
"7112","Berfin","2009","22","F"
"7113","Berra","2009","66","F"
"7114","Betül","2009","49","F"
"7115","Beyza","2009","38","F"
"7116","Beyzanur","2009","71","F"
"7117","Buse","2009","73","F"
"7118","Büşra","2009","10","F"
"7119","Cansu","2009","54","F"
"7120","Cemre","2009","84","F"
"7121","Ceren","2009","30","F"
"7122","Ceylin","2009","39","F"
"7123","Damla","2009","46","F"
"7124","Defne","2009","44","F"
"7125","Deniz","2009","75","F"
"7126","Duru","2009","28","F"
"7127","Dilara","2009","60","F"
"7128","Ebrar","2009","50","F"
"7129","Ece","2009","64","F"
"7130","Ecrin","2009","3","F"
"7131","Eda","2009","67","F"
"7132","Edanur","2009","57","F"
"7133","Ela","2009","20","F"
"7134","Elanur","2009","24","F"
"7135","Elif","2009","2","F"
"7136","Elif naz","2009","89","F"
"7137","Elif nur","2009","88","F"
"7138","Emine","2009","26","F"
"7139","Esma","2009","41","F"
"7140","Esma nur","2009","83","F"
"7141","Esmanur","2009","35","F"
"7142","Esra","2009","52","F"
"7143","Eylül","2009","7","F"
"7144","Fatma","2009","11","F"
"7145","Fatma nur","2009","68","F"
"7146","Fatmanur","2009","72","F"
"7147","Gamze","2009","47","F"
"7148","Gizem","2009","76","F"
"7149","Hatice","2009","17","F"
"7150","Havin","2009","100","F"
"7151","Hayrunnisa","2009","53","F"
"7152","Hazal","2009","87","F"
"7153","Hilal","2009","55","F"
"7154","Hiranur","2009","29","F"
"7155","Irmak","2009","37","F"
"7156","Kardelen","2009","96","F"
"7157","Kübra","2009","27","F"
"7158","Medine","2009","16","F"
"7159","Melek","2009","19","F"
"7160","Melike","2009","14","F"
"7161","Melis","2009","97","F"
"7162","Melisa","2009","32","F"
"7163","Merve","2009","8","F"
"7164","Meryem","2009","23","F"
"7165","Narin","2009","86","F"
"7166","Nazlı","2009","59","F"
"7167","Nehir","2009","36","F"
"7168","Nisa","2009","42","F"
"7169","Nisa nur","2009","51","F"
"7170","Nisanur","2009","6","F"
"7171","Pınar","2009","85","F"
"7172","Rabia","2009","13","F"
"7173","Rumeysa","2009","80","F"
"7174","Rümeysa","2009","62","F"
"7175","Selin","2009","77","F"
"7176","Semanur","2009","61","F"
"7177","Sena","2009","95","F"
"7178","Sıla","2009","63","F"
"7179","Sude","2009","48","F"
"7180","Sude naz","2009","65","F"
"7181","Sudenaz","2009","12","F"
"7182","Sultan","2009","94","F"
"7183","Sümeyye","2009","18","F"
"7184","Sinem","2009","70","F"
"7185","Tuana","2009","15","F"
"7186","Tuğba","2009","74","F"
"7187","Tuğçe","2009","78","F"
"7188","Yaren","2009","25","F"
"7189","Yasemin","2009","91","F"
"7190","Yağmur","2009","4","F"
"7191","Zehra","2009","9","F"
"7192","Zeynep","2009","1","F"
"7193","Özge","2009","93","F"
"7194","Özlem","2009","92","F"
"7195","İlayda","2009","34","F"
"7196","İlknur","2009","79","F"
"7197","İpek","2009","99","F"
"7198","İrem","2009","5","F"
"7199","Şevval","2009","33","F"
"7200","Şeyma","2009","82","F"
"7201","Ada","2010","69","F"
"7202","Aleyna","2010","57","F"
"7203","Aslı","2010","98","F"
"7204","Asmin","2010","20","F"
"7205","Asya","2010","51","F"
"7206","Ayşe","2010","17","F"
"7207","Ayşegül","2010","50","F"
"7208","Ayşenur","2010","59","F"
"7209","Azra","2010","12","F"
"7210","Bahar","2010","81","F"
"7211","Belinay","2010","34","F"
"7212","Beren","2010","63","F"
"7213","Berfin","2010","36","F"
"7214","Berra","2010","60","F"
"7215","Betül","2010","53","F"
"7216","Beyza","2010","45","F"
"7217","Beyzanur","2010","78","F"
"7218","Buse","2010","83","F"
"7219","Büşra","2010","14","F"
"7220","Cansu","2010","61","F"
"7221","Cemre","2010","56","F"
"7222","Ceren","2010","38","F"
"7223","Ceylin","2010","39","F"
"7224","Damla","2010","41","F"
"7225","Defne","2010","42","F"
"7226","Deniz","2010","70","F"
"7227","Duru","2010","32","F"
"7228","Dilara","2010","71","F"
"7229","Ebrar","2010","49","F"
"7230","Ece","2010","64","F"
"7231","Ecrin","2010","4","F"
"7232","Eda","2010","48","F"
"7233","Edanur","2010","47","F"
"7234","Ela","2010","29","F"
"7235","Elanur","2010","27","F"
"7236","Elif","2010","2","F"
"7237","Elif naz","2010","79","F"
"7238","Elif nur","2010","73","F"
"7239","Emine","2010","28","F"
"7240","Esma","2010","44","F"
"7241","Esma nur","2010","76","F"
"7242","Esmanur","2010","37","F"
"7243","Esra","2010","58","F"
"7244","Eylül","2010","8","F"
"7245","Ezgi","2010","89","F"
"7246","Fatma","2010","11","F"
"7247","Fatma nur","2010","67","F"
"7248","Fatmanur","2010","72","F"
"7249","Gamze","2010","52","F"
"7250","Gizem","2010","75","F"
"7251","Hatice","2010","18","F"
"7252","Havin","2010","96","F"
"7253","Hayrunnisa","2010","55","F"
"7254","Hazal","2010","82","F"
"7255","Hilal","2010","54","F"
"7256","Hiranur","2010","19","F"
"7257","Irmak","2010","40","F"
"7258","Kevser","2010","97","F"
"7259","Kübra","2010","30","F"
"7260","Medine","2010","16","F"
"7261","Melek","2010","35","F"
"7262","Melike","2010","24","F"
"7263","Melis","2010","88","F"
"7264","Melisa","2010","26","F"
"7265","Merve","2010","10","F"
"7266","Meryem","2010","15","F"
"7267","Nazlı","2010","66","F"
"7268","Nehir","2010","9","F"
"7269","Nisa","2010","13","F"
"7270","Nisa nur","2010","33","F"
"7271","Nisanur","2010","5","F"
"7272","Pınar","2010","92","F"
"7273","Rabia","2010","23","F"
"7274","Rumeysa","2010","99","F"
"7275","Rümeysa","2010","68","F"
"7276","Selin","2010","91","F"
"7277","Semanur","2010","65","F"
"7278","Sena","2010","100","F"
"7279","Sıla","2010","74","F"
"7280","Sude","2010","62","F"
"7281","Sude naz","2010","84","F"
"7282","Sudenaz","2010","31","F"
"7283","Sümeyye","2010","21","F"
"7284","Sinem","2010","80","F"
"7285","Tuana","2010","22","F"
"7286","Tuğba","2010","77","F"
"7287","Tuğçe","2010","94","F"
"7288","Yaren","2010","25","F"
"7289","Yasemin","2010","85","F"
"7290","Yağmur","2010","3","F"
"7291","Zehra","2010","7","F"
"7292","Zeynep","2010","1","F"
"7293","Öykü","2010","93","F"
"7294","Özlem","2010","95","F"
"7295","İlayda","2010","46","F"
"7296","İlknur","2010","86","F"
"7297","İpek","2010","87","F"
"7298","İrem","2010","6","F"
"7299","Şevval","2010","43","F"
"7300","Şeyma","2010","90","F"
"7301","Ada","2011","65","F"
"7302","Aleyna","2011","66","F"
"7303","Aslı","2011","97","F"
"7304","Asmin","2011","34","F"
"7305","Asya","2011","41","F"
"7306","Aylin","2011","85","F"
"7307","Ayşe","2011","20","F"
"7308","Ayşegül","2011","51","F"
"7309","Ayşenur","2011","58","F"
"7310","Azra","2011","6","F"
"7311","Bahar","2011","87","F"
"7312","Belinay","2011","13","F"
"7313","Beren","2011","44","F"
"7314","Berfin","2011","48","F"
"7315","Berra","2011","55","F"
"7316","Beril","2011","100","F"
"7317","Betül","2011","43","F"
"7318","Beyza","2011","46","F"
"7319","Beyzanur","2011","78","F"
"7320","Buse","2011","94","F"
"7321","Buğlem","2011","62","F"
"7322","Büşra","2011","22","F"
"7323","Cansu","2011","73","F"
"7324","Cemre","2011","52","F"
"7325","Ceren","2011","36","F"
"7326","Ceylin","2011","30","F"
"7327","Damla","2011","27","F"
"7328","Defne","2011","54","F"
"7329","Deniz","2011","70","F"
"7330","Derin","2011","98","F"
"7331","Duru","2011","35","F"
"7332","Dilara","2011","74","F"
"7333","Ebrar","2011","45","F"
"7334","Ece","2011","60","F"
"7335","Ecrin","2011","3","F"
"7336","Eda","2011","53","F"
"7337","Edanur","2011","59","F"
"7338","Ela","2011","11","F"
"7339","Elanur","2011","21","F"
"7340","Elif","2011","2","F"
"7341","Elif naz","2011","63","F"
"7342","Elif nur","2011","68","F"
"7343","Emine","2011","31","F"
"7344","Eslem","2011","95","F"
"7345","Esma","2011","37","F"
"7346","Esma nur","2011","72","F"
"7347","Esmanur","2011","29","F"
"7348","Esra","2011","57","F"
"7349","Esila","2011","79","F"
"7350","Eylül","2011","10","F"
"7351","Ezgi","2011","96","F"
"7352","Fatma","2011","17","F"
"7353","Fatma nur","2011","69","F"
"7354","Fatmanur","2011","71","F"
"7355","Gamze","2011","64","F"
"7356","Gizem","2011","91","F"
"7357","Hatice","2011","23","F"
"7358","Havin","2011","83","F"
"7359","Hayrunnisa","2011","47","F"
"7360","Hazal","2011","80","F"
"7361","Hilal","2011","56","F"
"7362","Hiranur","2011","14","F"
"7363","Irmak","2011","33","F"
"7364","Kübra","2011","28","F"
"7365","Medine","2011","26","F"
"7366","Melek","2011","39","F"
"7367","Melike","2011","38","F"
"7368","Melis","2011","76","F"
"7369","Melisa","2011","25","F"
"7370","Merve","2011","12","F"
"7371","Meryem","2011","16","F"
"7372","Miray","2011","86","F"
"7373","Nazlı","2011","75","F"
"7374","Nehir","2011","7","F"
"7375","Nisa","2011","18","F"
"7376","Nisa nur","2011","32","F"
"7377","Nisanur","2011","5","F"
"7378","Rabia","2011","19","F"
"7379","Rumeysa","2011","89","F"
"7380","Rümeysa","2011","61","F"
"7381","Selin","2011","99","F"
"7382","Semanur","2011","67","F"
"7383","Sıla","2011","77","F"
"7384","Sude","2011","88","F"
"7385","Sudenaz","2011","42","F"
"7386","Sümeyye","2011","15","F"
"7387","Tuana","2011","24","F"
"7388","Tuğba","2011","81","F"
"7389","Yaren","2011","40","F"
"7390","Yasemin","2011","92","F"
"7391","Yağmur","2011","4","F"
"7392","Zehra","2011","8","F"
"7393","Zeynep","2011","1","F"
"7394","Öykü","2011","84","F"
"7395","İlayda","2011","50","F"
"7396","İlknur","2011","90","F"
"7397","İpek","2011","82","F"
"7398","İrem","2011","9","F"
"7399","Şevval","2011","49","F"
"7400","Şeyma","2011","93","F"
"7401","Ada","2012","59","F"
"7402","Aslı","2012","100","F"
"7403","Asmin","2012","49","F"
"7404","Asya","2012","44","F"
"7405","Aylin","2012","93","F"
"7406","Aysima","2012","95","F"
"7407","Ayşe","2012","20","F"
"7408","Ayşegül","2012","48","F"
"7409","Ayşenur","2012","62","F"
"7410","Azra","2012","5","F"
"7411","Bahar","2012","69","F"
"7412","Belinay","2012","10","F"
"7413","Beren","2012","34","F"
"7414","Berfin","2012","51","F"
"7415","Berra","2012","52","F"
"7416","Betül","2012","38","F"
"7417","Beyza","2012","43","F"
"7418","Beyzanur","2012","98","F"
"7419","Buğlem","2012","36","F"
"7420","Büşra","2012","25","F"
"7421","Cansu","2012","85","F"
"7422","Cemre","2012","22","F"
"7423","Ceren","2012","41","F"
"7424","Ceylin","2012","37","F"
"7425","Damla","2012","26","F"
"7426","Defne","2012","47","F"
"7427","Deniz","2012","65","F"
"7428","Derin","2012","70","F"
"7429","Duru","2012","40","F"
"7430","Ebrar","2012","46","F"
"7431","Ece","2012","55","F"
"7432","Ecrin","2012","3","F"
"7433","Eda","2012","68","F"
"7434","Edanur","2012","61","F"
"7435","Ela","2012","9","F"
"7436","Elanur","2012","19","F"
"7437","Elif","2012","2","F"
"7438","Elif naz","2012","57","F"
"7439","Elif nur","2012","58","F"
"7440","Emine","2012","30","F"
"7441","Erva","2012","84","F"
"7442","Eslem","2012","66","F"
"7443","Esma","2012","29","F"
"7444","Esma nur","2012","77","F"
"7445","Esmanur","2012","28","F"
"7446","Esra","2012","64","F"
"7447","Esila","2012","63","F"
"7448","Eylül","2012","12","F"
"7449","Fatma","2012","21","F"
"7450","Fatma nur","2012","73","F"
"7451","Fatma zehra","2012","94","F"
"7452","Fatmanur","2012","74","F"
"7453","Gamze","2012","75","F"
"7454","Gizem","2012","99","F"
"7455","Hatice","2012","16","F"
"7456","Hatice kübra","2012","97","F"
"7457","Havva","2012","91","F"
"7458","Havin","2012","86","F"
"7459","Hayrunnisa","2012","50","F"
"7460","Hazal","2012","72","F"
"7461","Hümeyra","2012","90","F"
"7462","Hilal","2012","60","F"
"7463","Hira nur","2012","88","F"
"7464","Hiranur","2012","11","F"
"7465","Irmak","2012","33","F"
"7466","Kübra","2012","35","F"
"7467","Medine","2012","24","F"
"7468","Melek","2012","31","F"
"7469","Melike","2012","42","F"
"7470","Melis","2012","78","F"
"7471","Melisa","2012","32","F"
"7472","Merve","2012","14","F"
"7473","Meryem","2012","13","F"
"7474","Mina","2012","82","F"
"7475","Miray","2012","71","F"
"7476","Nazlı","2012","81","F"
"7477","Nehir","2012","8","F"
"7478","Nisa","2012","27","F"
"7479","Nisa nur","2012","39","F"
"7480","Nisanur","2012","6","F"
"7481","Rabia","2012","18","F"
"7482","Rümeysa","2012","67","F"
"7483","Semanur","2012","76","F"
"7484","Sıla","2012","92","F"
"7485","Sudenaz","2012","56","F"
"7486","Sümeyye","2012","15","F"
"7487","Tuana","2012","23","F"
"7488","Tuğba","2012","83","F"
"7489","Yaren","2012","45","F"
"7490","Yasemin","2012","96","F"
"7491","Yağmur","2012","4","F"
"7492","Zehra","2012","7","F"
"7493","Zeynep","2012","1","F"
"7494","Zümra","2012","80","F"
"7495","Öykü","2012","87","F"
"7496","İlayda","2012","54","F"
"7497","İpek","2012","79","F"
"7498","İrem","2012","17","F"
"7499","Şevval","2012","53","F"
"7500","Şeyma","2012","89","F"
"7501","Ada","2013","52","F"
"7502","Aslı","2013","85","F"
"7503","Asmin","2013","65","F"
"7504","Asya","2013","39","F"
"7505","Aysima","2013","66","F"
"7506","Ayşe","2013","19","F"
"7507","Ayşegül","2013","55","F"
"7508","Ayşenur","2013","67","F"
"7509","Azra","2013","6","F"
"7510","Bahar","2013","81","F"
"7511","Belinay","2013","10","F"
"7512","Beren","2013","26","F"
"7513","Berfin","2013","51","F"
"7514","Berra","2013","58","F"
"7515","Beril","2013","87","F"
"7516","Betül","2013","42","F"
"7517","Beyza","2013","41","F"
"7518","Buğlem","2013","33","F"
"7519","Büşra","2013","32","F"
"7520","Cemre","2013","16","F"
"7521","Ceren","2013","53","F"
"7522","Ceylin","2013","63","F"
"7523","Damla","2013","30","F"
"7524","Defne","2013","47","F"
"7525","Deniz","2013","60","F"
"7526","Derin","2013","29","F"
"7527","Duru","2013","24","F"
"7528","Ebrar","2013","46","F"
"7529","Ece","2013","75","F"
"7530","Ecrin","2013","3","F"
"7531","Eda","2013","77","F"
"7532","Edanur","2013","72","F"
"7533","Ela","2013","11","F"
"7534","Ela nur","2013","99","F"
"7535","Elanur","2013","23","F"
"7536","Elif","2013","2","F"
"7537","Elif naz","2013","49","F"
"7538","Elif nur","2013","56","F"
"7539","Elif su","2013","98","F"
"7540","Emine","2013","35","F"
"7541","Erva","2013","54","F"
"7542","Eslem","2013","45","F"
"7543","Esma","2013","21","F"
"7544","Esma nur","2013","68","F"
"7545","Esmanur","2013","25","F"
"7546","Esra","2013","64","F"
"7547","Esila","2013","61","F"
"7548","Eylül","2013","14","F"
"7549","Fatma","2013","18","F"
"7550","Fatma nur","2013","74","F"
"7551","Fatma zehra","2013","83","F"
"7552","Fatmanur","2013","71","F"
"7553","Feyza","2013","48","F"
"7554","Gamze","2013","97","F"
"7555","Gizem","2013","100","F"
"7556","Hatice","2013","20","F"
"7557","Hatice kübra","2013","93","F"
"7558","Havin","2013","84","F"
"7559","Hayrunnisa","2013","57","F"
"7560","Hazal","2013","80","F"
"7561","Hümeyra","2013","79","F"
"7562","Hilal","2013","69","F"
"7563","Hira nur","2013","76","F"
"7564","Hiranur","2013","9","F"
"7565","Irmak","2013","13","F"
"7566","Kübra","2013","40","F"
"7567","Medine","2013","34","F"
"7568","Melek","2013","31","F"
"7569","Melike","2013","50","F"
"7570","Melis","2013","86","F"
"7571","Melisa","2013","36","F"
"7572","Merve","2013","22","F"
"7573","Meryem","2013","12","F"
"7574","Mina","2013","73","F"
"7575","Mira","2013","91","F"
"7576","Miray","2013","44","F"
"7577","Nazlı","2013","92","F"
"7578","Nehir","2013","8","F"
"7579","Nisa","2013","27","F"
"7580","Nisa nur","2013","37","F"
"7581","Nisanur","2013","7","F"
"7582","Rabia","2013","17","F"
"7583","Ravza","2013","95","F"
"7584","Rümeysa","2013","70","F"
"7585","Semanur","2013","88","F"
"7586","Sudenaz","2013","82","F"
"7587","Sümeyye","2013","15","F"
"7588","Tuana","2013","28","F"
"7589","Tuğba","2013","96","F"
"7590","Yaren","2013","38","F"
"7591","Yağmur","2013","4","F"
